AMANDA, , BELL, , F, , 12/30/2003, 570-811-9657, 570-811-9657, 340 BEACH 66ST, PH, FAR ROCKAWAY, NY, 11692, , ABELL@AMGGT.COM, , 15790506, 
ROBERT, , YEUNG, , M, , 12/2/2006, 934-192-1409, 934-192-1409, 14305 41 AVRNUE, 7G, FLUSHING, NY, 11355, , RYEUNG@AMGGT.COM, 739557, 16007127, 
ROBERT, , YEUNG, , M, , 12/2/2006, 934-192-1409, 934-192-1409, 3420 30 STREET, 6H, LONG ISLAND CTY, NY, 11106, , , 756730, 15755814, 

CARLY, , COREY, , F, , 11/22/2002, , , , , , , , , , , 15635231, 
CARLY, R, COREY, , F, , 11/22/2002, 908-408-9814, 908-408-9814, 925 EAST 32ND STREET, PVT, BROOKLYN, NY, 11210, , , 818318, 15751747, 
CARLY, , COREY, , F, , 11/22/2002, 908-408-9814, 908-408-9814, 925 EAST 32 STREET, , BROOKLYN, NY, 11210, , , 823222, 15849355, 

RACHEL, MARY, SILVA, , F, , 3/25/2013, , , 309 E6TH STREET, , , , 10003, , , , 15493968, 
RACHEL, MARY, SILVA, , F, , 3/25/2013, 718-964-1843, 718-964-1843, 309 E6TH STREET, , NEW YORK, NY, 10003, , RSILVA@AMGGT.COM, 747885, 15498122, 
RACHEL, , SILVA, , F, , 3/25/2013, 718-964-1843, 718-964-1843, 219 EAST 121ST STREET, , NEW YORK, NY, 10016, , , 774161, 15658771, 

MARINA, , MORAN, , F, , 2/24/2005, , , , , , , , , , , 15528279, 
MARINA, , MORAN, , F, , 2/24/2005, 908-175-1709, 908-175-1709, , , , , , , , 809450, 15501678, 
MARINA, , MORAN, , F, , 2/24/2005, 908-175-1709, 908-175-1709, 9518 CRESKILL PLACE, 2FL, JAMAICA, NY, 11432, , MMORAN@AMGGT.COM, 821111, 15964092, 

TIRZAH, , CISCO, , F, , 5/20/2006, , , , , , , , , , , 15836107, 
TIRZAH, CHARLENE, CISCO, , F, , 5/20/2006, 934-171-9013, 934-171-9013, 540 MCDONAGH STREET, PVH, BROOKLYN, NY, 11233, , TCISCO@AMGGT.COM, 823328, 15739523, 
TIRZAH, , CISCO, , F, , 5/20/2006, 934-171-9013, 934-171-9013, 700 REMSEN AVENUE, PH, BROOKLYN, NY, 11236, , , 825253, 15663549, 

JOHN, CHARLES, KIRBY, , M, , 3/6/2013, , , 1600 METROPOLITAN AVENUE, MD, , , 10462, , , , 15894164, 
JOHN, , KIRBY, , M, , 3/6/2013, 212-913-8185, 212-913-8185, 2288 2ND AVENUE, 5A, NEW YORK, NY, 10035, , , 762100, 15921747, 
JOHN, CHARLES, KIRBY, , M, , 3/6/2013, 212-913-8185, 212-913-8185, 1600 METROPOLITAN AVENUE, MD, BRONX, NY, 10462, , JKIRBY@AMGGT.COM, 797153, 15811475, 

DANIELLA, , DDIEGO, , F, , 12/7/1991, , , , , , , , , , , 15382601, 
DANIELLA, SAMANTHA, DDIEGO, , F, , 12/7/1991, 551-447-4317, 551-447-4317, 508 WILLIAMS AVENUE, 3D, BROOKLYN, NY, 11212, , , 761261, 16022071, 
DANIELLA, SAMANTHA, DDIEGO, , F, , 12/7/1991, 929-724-2964, 862-963-4718^^929-724-2964, 50 WILLIAMS STREET, , BROOKLYN, NY, 11207, , , 808226, 15493654, 

DONALD, CLAUDE, JOHNSON, , M, , 5/25/1955, , , 651 WYONA STREET, 1R, , , 11207, , , , 15798408, 
DONALD, CLAUDE, JOHNSON, , M, , 5/25/1925, 860-321-6016, 860-321-6016, 651 WYONA STREET, 1R, BROOKLYN, NY, 11207, , , , 15502301, 
DONALD, CLAUDE, JOHNSON, , M, , 5/25/1925, 718-887-6272, 551-691-2254^^718-887-6272, 1178 EASTERN PARKWAY, C1, BROOKLYN, NY, 11213, , , , 15895819, 

LUKE, , EHLERT, , M, , 7/12/2009, , , 441 E 96TH STREET, 2R, , , 11212, , , , 15835107, 
LUKE, GREG, EHLERT, , M, , 7/12/2009, 917-593-8918, 917-593-8918, 802 SARATOGA AVENUE, 1B, BROOKLYN, NY, 11212, , , 739089, 15760157, 
LUKE, , EHLERT, , M, , 7/12/2009, 917-593-8918, 917-593-8918, 441 E 96TH STREET, 2R, BROOKLYN, NY, 11212, , , 805339, 16010239, 

LINDA, ROBIN, STEVENS, , F, , 5/28/1991, , , 1041 FINDLAY AVENUE, 6A, , , 10456, , , , 15681896, 
LINDA, ROBIN, STEVENS, , F, , 5/28/1991, 934-116-5314, 516-877-1580^^934-116-5314, 1140 CLAY AVENUE, 2F, BRONX, NY, 10456, , , 711205, 15657214, 
LINDA, ROBIN, STEVENS, , F, , 5/28/1991, 934-116-5314, 934-116-5314, 1041 FINDLAY AVENUE, 6A, BRONX, NY, 10456, , , 784336, 15996937, 

SUSAN, , WILLIAMS, , F, , 4/8/2012, , , 6922 218 STREET, PH, , , 11364, , , , 15773555, 
SUSAN, , WILLIAMS, , F, , 4/8/2012, 917-585-5387, 917-585-5387, 8015 41ST AVENUE, 703, ELMHURST, NY, 11373, , SWILLIAMS@AMGGT.COM, 800681, 15698219, 
SUSAN, , WILLIAMS, , F, , 4/8/2012, 917-585-5387, 917-585-5387, 6922 218 STREET, PH, FLUSHING, NY, 11364, , , 812088, 15692177, 

SUSAN, , SALPIETRO, , F, , 12/17/1977, , , , , , , , , , , 15772216, 
SUSAN, , SALPIETRO, , F, , 12/17/1977, 201-303-9028, 201-303-9028, MABON BUILDING 13, , NEW YORK, NY, 10035, , , 729719, 15780772, 
SUSAN, KRISTEN, SALPIETRO, , F, , 12/17/1977, 718-324-7657, 203-253-5921^^718-324-7657, 219 E 121 STREET, , NEW YORK, NY, 10035, , , 803990, 15982610, 

ROBERT, , SAHU, , M, , 12/21/1994, , , , , , , , , , , 15845850, 
ROBERT, , SAHU, , M, , 12/21/1994, 959-263-6779, 203-579-2341^^959-263-6779, 681 CLARKSON AVENUE, O6, BROOKLYN, NY, 11231, , , 283843, 15857713, 
ROBERT, JOSEPH, SAHU, , M, , 12/21/1994, , , 681 CLARKSON AVENUE, 6, BROOKLYN, NY, 11203, , RSAHU@AMGGT.COM, 283923, 15918128, 

MICHAEL, A, MILLER, , M, , 4/9/1993, , , 717 COSTER STREET, 4G, , , 10474, , , , 15825271, 
MICHAEL, A, MILLER, , M, , 4/9/1993, 908-505-9602, 908-505-9602, 722 E181ST STREET, 3FL, BRONX, NY, 10457, , MMILLER@AMGGT.COM, 797458, 15681911, 
MICHAEL, A, MILLER, , M, , 4/9/1993, 908-505-9602, 908-505-9602, 717 COSTER STREET, 4G, BRONX, NY, 10474, , , 812809, 15849111, 

CARLYE, , PERRY, , F, , 12/20/2007, , , , , , , , , , , 15895671, 
CARLYE, EMMA, PERRY, , F, , 12/20/2007, 860-988-4090, 860-988-4090, 615 EAST 158TH STREET, 3A, BRONX, NY, 10456, , , 762484, 15379382, 
CARLYE, EMMA, PERRY, , F, , 12/20/2007, 860-988-4090, 860-988-4090, 615 E 158 STREET, 3A, BRONX, NY, 10451, , , 785015, 15665881, 

DAVID, , KEFAUVER, , M, , 12/26/1976, , , , , , , , , , , 16021174, 
DAVID, DARRYL, KEFAUVER, , M, , 12/26/1976, 267-487-1788, 908-486-2428^^267-487-1788, 11820 222 STREET, PH, SOUTH OZONE PARK, NY, 11420, , , 718393, 15495506, 
DAVID, DARRYL, KEFAUVER, , M, , 12/26/1976, 959-288-3731, 959-288-3731, 11820 222ND STREET, APT1, CAMBRIA HEIGHTS, NY, 11411, , , 735743, 15755109, 

ROYAL, , MILLER, , M, , 10/30/2007, , , , , , , , , , , 15642456, 
ROYAL, , MILLER, , M, , 10/30/2007, 570-562-8835, 570-562-8835, 22 CONVENT AVENUE, 5B, NEW YORK, NY, 10027, , , 750895, 15922077, 
ROYAL, ALLEN, MILLER, , M, , 10/30/2007, 570-562-8835, 570-562-8835, 269 WEST 133RD STREET, 51, NY, NY, 10030, , RMILLER@AMGGT.COM, 788244, 15585554, 

RICHARD, EDWARD, NEW, , M, , 12/8/1997, , , 752 MACDONOUGH STREET, 3L, , , 11233, , , , 15495094, 
RICHARD, , NEW, , M, , 12/8/1997, 551-703-8053, 551-703-8053, 175 15 ROCKAWAY BOULEVARD, , JAMAICA, NY, 11434, , , 764896, 15686642, 
RICHARD, EDWARD, NEW, , M, , 12/8/1997, 551-703-8053, 551-703-8053, 752 MACDONOUGH STREET, 3L, BROOKLYN, NY, 11233, , RNEW@AMGGT.COM, 781596, 15856354, 

STEPHEN, , JOHNSON, , M, , 11/10/2006, , , , , , , , , , , 15604003, 
STEPHEN, MIKE, JOHNSON, , M, , 11/10/2006, , , 3768 97TH STREET, 2J, CORONA, NY, 11368, , , 747246, 15776742, 
STEPHEN, MIKE, JOHNSON, , M, , 11/10/2006, 631-739-6639, 631-739-6639, 3768 97TH STREET, 2J, CORONA, NY, 11368, , SJOHNSON@AMGGT.COM, 807362, 15375050, 

SELENE, , ESHELMAN, , F, , 2/7/2008, , , , , , , , , , , 15467081, 
SELENE, , ESHELMAN, , F, , 2/7/2008, 917-330-7582, 917-330-7582, 3323 STUEBEN AVENUE, PH, BRONX, NY, 10467, , , 756883, 15773794, 
SELENE, CATHY, ESHELMAN, , F, , 2/7/2008, 917-330-7582, 917-330-7582, 530 E 137 STREET, 16D, BRONX, NY, 10454, BEAVER, SESHELMAN@AMGGT.COM, 782266, 15676069, 

COLIN, CARTER, CLARK, , M, , 2/17/1993, , , 1405 E 170 STREET, 3K, , , 10456, , , , 15875634, 
COLIN, C, CLARK, , M, , 2/17/1993, 570-403-9621, 570-403-9621, 1405 COLLEGE AVENUE, 3F, BRONX, NY, 10456, , , 728090, 15534729, 
COLIN, CARTER, CLARK, , M, , 2/17/1993, 570-403-9621, 570-403-9621, 1405 E 170 STREET, 3K, BRONX, NY, 10456, , , 805491, 15997957, 

NORMA, LUZ, NELSON, , F, , 3/8/2002, , , UNK, , , , 10457, , , , 15537678, 
NORMA, L, NELSON, , F, , 3/8/2002, 959-817-5914, 959-817-5914, 3435 GATES PLACE, 25, BRONX, NY, 10467, , , 768069, 15391866, 
NORMA, LUZ, NELSON, , F, , 3/8/2002, 959-817-5914, 959-817-5914, UNK, , BRONX, NY, 10457, , , 797330, 15742903, 

CODY, , LEWIS, , M, , 8/3/2014, , , , , , , , , , , 15779037, 
CODY, J, LEWIS, , M, , 8/3/2014, 631-430-9774, 631-430-9774, 2385 CRESTON AVENUE, 3C, BRONX, NY, 10460, , , 730924, 15448912, 
CODY, JASON, LEWIS, , M, , 8/3/2014, 631-430-9774, 631-430-9774, 2385 CRESTON AVENUE, 3C, BRONX, NY, 10472, , , 809416, 15941975, 

MARY, , GRIFFITH, , F, , 5/9/2001, , , , , , , , , , , 15783772, 
MARY, , GRIFFITH, , F, , 5/9/2001, 516-975-9869, 516-975-9869, 2262 7TH AVENUE, 1F, NEW YORK, NY, 10030, , MGRIFFITH@AMGGT.COM, 786860, 15769653, 
MARY, , GRIFFITH, , F, , 5/9/2001, 860-641-1493, 347-576-1667^^860-641-1493, 2262 7TH AVENUE, , NY, NY, 10029, , , 817851, 15783402, 

TAYLER, , SOLANO, , F, , 10/14/1974, , , 549 FDR DRIVE, 5E, , , 10002, , , , 15989907, 
TAYLER, , SOLANO, , F, , 10/14/1944, 203-529-1991, 203-529-1991, 549 FDR DRIVE, 5E, NEW YORK, NY, 10002, , TSOLANO@AMGGT.COM, , 15755235, 
TAYLER, , SOLANO, , F, , 10/14/1944, 484-813-5673, 959-876-4223^^484-813-5673, 64 BARUCH DRIVE, 13E, NEW YORK, NY, 10002, , , , 15414539, 

TARA, , DICKERSON, , F, , 12/3/1991, , , , , , , , , , , 15996899, 
TARA, , DICKERSON, , F, , 12/3/1991, 908-996-3284, 929-677-3758^^908-996-3284, 735 GATES AVENUE, 3B, BROOKLYN, NY, 11221, , , 767058, 15550237, 
TARA, , DICKERSON, , F, , 12/3/1991, , , 735 GATES AVENUE, 3B, BROOKLYN, NY, 11231, , , 767059, 15505941, 

SHAFFER, , SPAETH, , M, , 7/12/1997, , , , , , , , , , , 15889806, 
SHAFFER, , SPAETH, , M, , 7/12/1997, 934-734-1984, 934-734-1984, 954 ROGERS PLACE, 2, BRONX, NY, 10459, , SSPAETH@AMGGT.COM, 741387, 15637664, 
SHAFFER, DANNY, SPAETH, , M, , 7/12/1997, 934-734-1984, 973-723-9560^^934-734-1984, 1414 HAZEN STREET, , FLUSHING, NY, 11373, , , 773215, 15464268, 

ROBERT, , POPE, , M, , 7/25/1980, , , , , , , , , , , 15536338, 
ROBERT, WILLIE, POPE, , M, , 7/25/1980, 347-462-2542, 347-462-2542, 8824 MERRICK BOULEVARD, 3C, JAMAICA, NY, 11432, , , 713170, 15912300, 
ROBERT, WILLIE, POPE, , M, , 7/25/1980, 917-426-7723, 732-631-5594^^917-426-7723, 8824 MERY BOULEVARD, , JAMAICA, NY, 11432, , , 752365, 15564434, 

ANGELA, , WATKINSSZALA, , F, , 4/27/1997, , , 1275 GRAND CONCOURCE, 3 B, , , 10456, , , , 15569837, 
ANGELA, , WATKINSSZALA, , F, , 4/27/1997, 610-196-3594, 718-681-1904^^610-196-3594, 1272 GRAND CONCOURSE, 3V, BRONX, NY, 10456, , , 790745, 15432809, 
ANGELA, , WATKINSSZALA, , F, , 4/27/1997, 610-196-3594, 610-196-3594, 1275 GRAND CONCOURCE, 3 B, BRONX, NY, 10456, , AWATKINSSZALA@AMGGT.COM, 810702, 15672536, 

THOMAS, , FLETCHER, , M, , 12/5/2005, , , 14850 59TH AVENUE, , , , 11355, , , , 15563802, 
THOMAS, A, FLETCHER, , M, , 12/5/2005, 610-917-4771, 610-917-4771, 14210 ROOSEVELT AVENUE, 517, FLUSHING, NY, 11354, , TFLETCHER@AMGGT.COM, 765117, 15744316, 
THOMAS, , FLETCHER, , M, , 12/5/2005, 610-917-4771, 610-917-4771, 14850 59TH AVENUE, , FLUSHING, NY, 11355, , , 771021, 15545053, 

GISELLE, K, THORNTON, , F, , 12/18/2011, , , MABON BUILDING, , , , 10035, , , , 15999418, 
GISELLE, KESHA, THORNTON, , F, , 12/18/2011, 570-791-1355, 570-791-1355, 219 E 121 STREET, , NEW YORK, NY, 10035, , , 725426, 15848711, 
GISELLE, K, THORNTON, , F, , 12/18/2011, 570-791-1355, 570-791-1355, MABON BUILDING, , NEW YORK, NY, 10035, , GTHORNTON@AMGGT.COM, 756240, 15638504, 

VICTOR, , STENSON, , M, , 5/14/2011, , , 2 ARDEN STREET, 46, , , 10040, , , , 15717790, 
VICTOR, , STENSON, , M, , 5/14/2011, 203-343-3269, 203-343-3269, 567 WEST 149TH STREET, 55, NEW YORK, NY, 10031, , , 718911, 15515470, 
VICTOR, , STENSON, , M, , 5/14/2011, 203-343-3269, 203-343-3269, 2 ARDEN STREET, 46, NEW YORK, NY, 10040, , , 781180, 15853422, 

MANDY, , RODRIGUEZ, , F, , 9/25/1923, , , , , , , , , , , 15754247, 
MANDY, , RODRIGUEZ, , F, , 9/25/1923, 551-745-9554, 201-284-5500^^551-745-9554, 950 EFOURTH WALK, 5 I, NEW YORK, NY, 10009, , , 805863, 15922650, 
MANDY, , RODRIGUEZ, , F, , 9/25/1923, 484-213-9995, 484-213-9995, 950 E 4TH WALK, 5I, NEW YORK, NY, 10008, , MRODRIGUEZ@AMGGT.COM, 815305, 15956489, 

KAIDEN, , SALAMEH, , M, , 11/20/2011, , , , , , , , , , , 15812945, 
KAIDEN, , SALAMEH, , M, , 11/20/2011, 212-838-2095, 212-838-2095, 219 EAST 121 STREET, , NEW YORK, NY, 10035, , , 726028, 15508283, 
KAIDEN, , SALAMEH, , M, , 11/20/2011, 212-838-2095, 212-838-2095, 219 EAST 121 STREET, , NEW YORK, NY, 10035, , , 745651, 15783239, 

DEBRA, , POPE, , F, , 11/15/2011, , , 8268 164 STREET, HOSP, , , 11423, , , , 15759095, 
DEBRA, EARLEEN, POPE, , F, , 11/15/2011, 934-699-6479, 934-699-6479, 5326 SCHRUDAL AVENUE, PH, JAMAICA, NY, 11432, , DPOPE@AMGGT.COM, 716437, 15414472, 
DEBRA, , POPE, , F, , 11/15/2011, 934-699-6479, 934-699-6479, 8268 164 STREET, HOSP, HOLLIS, NY, 11423, , , 774669, 15459571, 

ERIN, MARK, LONG, , M, , 11/11/2005, , , 1979 MORRIS AVENUE, 1, , , 10453, , , , 16009812, 
ERIN, , LONG, , M, , 11/11/2005, 610-382-6676, 610-382-6676, 2478 ELM PLACE, PH, BRONX, NY, 10458, , , 725514, 15628588, 
ERIN, MARK, LONG, , M, , 11/11/2005, 610-382-6676, 610-382-6676, 1979 MORRIS AVENUE, 1, BRONX, NY, 10453, , ELONG@AMGGT.COM, 747782, 15895527, 

VICTOR, CARMEN, NAGODE, , M, , 7/20/2007, , , 1114 STAFFORD AVENUE, PJH, , , 10472, , , , 15547326, 
VICTOR, , NAGODE, , M, , 7/20/2007, 631-545-2817, 631-545-2817, 1235 ELDER AVENUE, 2, BRONX, NY, 10472, , , 742080, 15490393, 
VICTOR, CARMEN, NAGODE, , M, , 7/20/2007, 631-545-2817, 631-545-2817, 1114 STAFFORD AVENUE, PJH, BRONX, NY, 10472, , , 753096, 15926194, 

NANCY, THERESA, BROWN, , F, , 6/19/2000, , , 2497 GRAND AVENUE, C4, , , 10468, , , , 15537657, 
NANCY, THERESA, BROWN, , F, , 6/19/2000, 347-384-2875, 848-934-7405^^347-384-2875, 2364 TIEBOUT AVENUE, 3B, BRONX, NY, 10458, , , 730198, 15380051, 
NANCY, THERESA, BROWN, , F, , 6/19/2000, 347-384-2875, 347-384-2875, 2497 GRAND AVENUE, C4, BRONX, NY, 10468, , NBROWN@AMGGT.COM, 761979, 15681366, 

HOPE, E, SLOAT, , F, , 4/29/2014, , , 1430 AMSTERDAM AVENUE, , , , 10032, , , , 15598938, 
HOPE, E, SLOAT, , F, , 4/29/2014, 718-280-3678, 718-280-3678, 1430 AMSTERDAM AVENUE, , NEW YORK, NY, 10032, , , 791129, 15388977, 
HOPE, ELIZABETH, SLOAT, , F, , 4/29/2014, 718-280-3678, 718-280-3678, 31 WEST 124TH STREET, 5G, NEW YORK, NY, 10027, , HSLOAT@AMGGT.COM, 819336, 15905687, 

VENECIA, , BARNABY, , F, , 11/13/1967, , , , , , , , , , , 16021415, 
VENECIA, N, BARNABY, , F, , 11/13/1967, 934-722-9816, 934-722-9816, 1160 TELLER AVENUE, 5E, BRONX, NY, 10456, , , 755660, 15702170, 
VENECIA, N, BARNABY, , F, , 11/13/1967, 201-614-4217, 929-692-5073^^201-614-4217, 535 EAST 142 STREET, 2E, BRONX, NY, 10454, , , 761490, 15628178, 

AMBER, , ANDREWS, , F, , 8/25/2003, , , , , , , , , , , 15812264, 
AMBER, , ANDREWS, , F, , 8/25/2003, 212-324-8788, 212-324-8788, 1954 UNIONPORT ROAD, 6N, BRONX, NY, 10462, , , 739633, 15671372, 
AMBER, R, ANDREWS, , F, , 8/25/2003, 212-324-8788, 212-324-8788, 1980 UNIONPORT ROAD, D51, BRONX, NY, 10462, , , 759881, 15476836, 

MARY, , HAGER, , F, , 12/11/2002, , , , , , , , , , , 15967120, 
MARY, , HAGER, , F, , 12/11/2002, 551-943-6454, 551-943-6454, 1033 FAILE STREET, 5FL, BRONX, NY, 10459, , , 750838, 15453566, 
MARY, , HAGER, , F, , 12/11/2002, 551-943-6454, 551-943-6454, 1040 FAILE STREET, , BRONX, NY, 10459, , , 800991, 15838179, 

SEAN, , CAMPOS, , M, , 12/14/2004, , , 841 LONGFELLOW AVENUE, 1C, , , 10474, , , , 16017472, 
SEAN, , CAMPOS, , M, , 12/14/2004, 201-661-4026, 201-661-4026, 841 LONGFELLOW AVENUE, 1C, BRONX, NY, 10474, , , 730398, 15856589, 
SEAN, , CAMPOS, , M, , 12/14/2004, 201-661-4026, 201-661-4026, , , , , , , , 807676, 15990138, 

RALPH, , FORTUNE, , M, , 11/24/1995, , , , , , , , , , , 15909569, 
RALPH, CHRIS, FORTUNE, , M, , 11/24/1995, 631-152-5094, 959-734-2656^^631-152-5094, 462 FIRST AVENUE, , NEW YORK, NY, 10016, , , 796331, 15744922, 
RALPH, , FORTUNE, , M, , 11/24/1995, 631-152-5094, 631-152-5094, 462 FIRST AVENUE, , NEW YORK, NY, 10016, , , 821256, 15713911, 

JOHN, , SWAN, , M, , 10/2/2014, , , 219 E 121 STREET, , , , 10035, , , , 15447876, 
JOHN, , SWAN, , M, , 10/2/2014, 610-876-9490, 610-876-9490, 219 E 121 STREET, , NEW YORK, NY, 10035, , , 794279, 15891331, 
JOHN, FRANK, SWAN, , M, , 10/2/2014, 610-876-9490, 610-876-9490, MABON BUILDING, , NEW YORK, NY, 10035, , , 810969, 15922819, 

CRAIG, , RODRIGUEZPEREZ, , M, , 6/5/2007, , , , , , , , , , , 15753770, 
CRAIG, L, RODRIGUEZPEREZ, , M, , 6/5/2007, 718-896-7635, 718-896-7635, 212 E 163 STREET, PH, BRONX, NY, 10451, , , 733859, 16021957, 
CRAIG, LESLIE, RODRIGUEZPEREZ, , M, , 6/5/2007, 718-896-7635, 718-896-7635, 600 CONCORDAVE, 4E, BRONX, NY, 10455, WALKER, CRODRIGUEZPEREZ@AMGGT.COM, 778800, 15518393, 

RAMONA, , TURNER, , F, , 3/23/2015, , , 3144 DECATUR AVENUE, 3E, , , 10467, , , , 15656509, 
RAMONA, , TURNER, , F, , 3/23/2015, 631-849-7069, 631-849-7069, 277 E 207TH STREET, 4G, BRONX, NY, 10467, , , 764965, 15391363, 
RAMONA, , TURNER, , F, , 3/23/2015, 631-849-7069, 631-849-7069, 3144 DECATUR AVENUE, 3E, BRONX, NY, 10467, , RTURNER@AMGGT.COM, 814077, 15633128, 

JAKSON, H, FUSSELL, , M, , 7/24/2004, , , 1122 JACKSON AVENUE, 2, , , 10456, , , , 15977499, 
JAKSON, H, FUSSELL, , M, , 7/24/2004, 959-321-7322, 959-321-7322, 1122 JACKSON AVENUE, 2, BRONX, NY, 10456, , , 759383, 15597056, 
JAKSON, H, FUSSELL, , M, , 7/24/2004, 959-321-7322, 959-321-7322, 847 HUNTS POINT AVENUE, 3B, BRONX, NY, 10474, , JFUSSELL@AMGGT.COM, 808618, 15459167, 

ALYSSA, , MORA, , F, , 2/25/1999, , , 106 ECKFORD STREET, 1R, , , 11222, , , , 15645997, 
ALYSSA, BOLENA, MORA, , F, , 2/25/1999, 267-403-1212, 267-403-1212, 462 FIRST AVENUE, , NEW YORK, NY, 10016, DUCKER, AMORA@AMGGT.COM, 759514, 15389870, 
ALYSSA, , MORA, , F, , 2/25/1999, 267-403-1212, 267-403-1212, 106 ECKFORD STREET, 1R, BROOKLYN, NY, 11222, , , 811000, 15838422, 

MEGAN, , HILLY, , F, , 12/28/2004, , , , , , , , , , , 15574963, 
MEGAN, C, HILLY, , F, , 12/28/2004, 484-680-6634, 267-339-6463^^484-680-6634, 1493 VYSE AVENUE, 2B, BRONX, NY, 10460, , , 713153, 15732653, 
MEGAN, C, HILLY, , F, , 12/28/2004, 934-870-9117, 934-870-9117, 1493 VYSE AVENUE, 2B, BX, NY, 10460, , , 767034, 15567019, 

COREY, , WEIR, , M, , 5/17/2005, , , , , , , , , , , 15516309, 
COREY, A, WEIR, , M, , 5/17/2005, 267-425-7882, 267-425-7882, UNDOMICILED, , BRONX, NY, 10451, , , 800961, 15432302, 
COREY, A, WEIR, , M, , 5/17/2005, 267-425-7882, 267-425-7882, UNDOMICILED, , BRONX, NY, 10451, , , 820441, 15874973, 

LEVI, , SCOTT, , M, , 8/16/1995, , , 271 EKINGSBRIDGE ROAD, 3A, , , 10458, , , , 15980120, 
LEVI, GEORGE, SCOTT, , M, , 8/16/1995, 845-207-1476, 845-207-1476, 1535 PARKER STREET, PH, BRONX, NY, 10462, , , 817531, 15432489, 
LEVI, , SCOTT, , M, , 8/16/1995, 845-207-1476, 845-207-1476, 271 EKINGSBRIDGE ROAD, 3A, BRONX, NY, 10458, , LSCOTT@AMGGT.COM, 824874, 15465294, 

KYLE, , ROZALES, , M, , 6/7/2011, , , , , , , , , , , 15755583, 
KYLE, MICHAEL, ROZALES, , M, , 6/7/2011, 929-559-5580, 929-559-5580, 522 ROSEDALE AVENUEF55, F55, BRONX, NY, 10473, , , 745627, 15817805, 
KYLE, M, ROZALES, , M, , 6/7/2011, 929-559-5580, 929-559-5580, , , , , , , , 756913, 15755751, 

EMMA, , MAXFIELD, , F, , 10/20/2007, , , , , , , , , , , 15729883, 
EMMA, JACQUELINE, MAXFIELD, , F, , 10/20/2007, 267-198-5806, 267-198-5806, 1273 NORTH AVENUE, 46 8, NEW ROCHELLE, NY, 10804, , , 765571, 15740022, 
EMMA, , MAXFIELD, , F, , 10/20/2007, 267-198-5806, 267-198-5806, 147 WHEELER PARK AVENUE, PH, FAIRFIELD, CT, 6825, , , 812894, 15892325, 

ALVIN, CARLTON, MOLINA, , M, , 10/19/2002, , , 223 GRANT AVENUE, 2FL, , , 11208, , , , 15735028, 
ALVIN, CARLTON, MOLINA, , M, , 10/19/2002, 570-980-3363, 570-980-3363, 223 GRANT AVENUE, 2FL, BROOKLYN, NY, 11208, , , 800662, 15956329, 
ALVIN, CARLTON, MOLINA, , M, , 10/19/2002, 570-980-3363, 570-980-3363, 270 WOODBINE STREET, 1, BROOKLYN, NY, 11221, , , 819930, 15756854, 

EMALYN, K, RAY, , F, , 9/18/2015, , , 2825 CLAFIN AVENUE, 3N, , , 10467, , , , 16001839, 
EMALYN, , RAY, , F, , 9/18/2015, 718-794-1312, 718-794-1312, 1171 MORRISO AVENUE, PH, BRONX, NY, 10472, , , 784408, 15544869, 
EMALYN, K, RAY, , F, , 9/18/2015, 718-794-1312, 718-794-1312, 2825 CLAFIN AVENUE, 3N, BRONX, NY, 10467, , , 806319, 15458257, 

IAN, , BOYD, , M, , 4/19/2007, , , 2216 VIRGIL PLACE AVENUE, PH, , , 10473, , , , 15761286, 
IAN, , BOYD, , M, , 4/19/2007, 212-678-8048, 212-678-8048, 77 RUSHFIELD LANE, , VALLEY STREAM, NY, 11581, , , 762068, 16025226, 
IAN, , BOYD, , M, , 4/19/2007, 212-678-8048, 212-678-8048, 2216 VIRGIL PLACE AVENUE, PH, BRONX, NY, 10473, , IBOYD@AMGGT.COM, 816707, 15652918, 

RALPH, , WILSON, , M, , 9/27/2006, , , , , , , , , , , 15813827, 
RALPH, B, WILSON, , M, , 9/27/2006, 845-966-1479, 845-966-1479, 2416 WEBSTER AVENUE, 3S, BRONX, NY, 10458, , , 755635, 15693694, 
RALPH, , WILSON, , M, , 9/27/2006, 631-743-8261, 908-571-4180^^631-743-8261, 2416 WEBSTER AVENUE, 3S, BRONX, NY, 10458, , , 786941, 15793550, 

DANA, NANCY, CROWLEY, , F, , 11/18/2010, , , , , , , , , , , 15786169, 
DANA, , CROWLEY, , F, , 11/18/2010, 848-983-3514, 848-983-3514, , , , , , , , 719180, 15744203, 
DANA, NANCY, CROWLEY, , F, , 11/18/2010, 848-983-3514, 848-983-3514, , , , , , , , 733384, 15663000, 

NIVEA, STEPHANIE, JOHNSON, , F, , 11/9/2008, , , 4830 37TH STREET, 3, , , 11101, , , , 15783931, 
NIVEA, STEPHANIE, JOHNSON, , F, , 11/9/2008, 631-908-4994, 631-908-4994, 4830 37TH STREET, 3, LONG ISLAND CTY, NY, 11101, , , 748086, 15663546, 
NIVEA, S, JOHNSON, , F, , 11/9/2008, 631-908-4994, 631-908-4994, 5122 SKILLMAN AVENUE, 4 R, FLUSHING, NY, 11377, SAWYER, NJOHNSON@AMGGT.COM, 812024, 15803596, 

