AMANDA, , WIEDEL, , F, , 11/2/2005, 609-831-9721, 609-831-9721, 735 PELHAM PARKWAY N, 1H, BRONX, NY, 10467, , AWIEDEL@AMGGT.COM, , 15415697, 
ARMANDO, FRANK, WARNER, , M, , 12/30/1996, 570-705-5478, , 1356 STADIUM AVENUE, PH, BRONX, NY, 10465, , , 1034615, 15910536, 

PHOENIX, MARTIN, HALL, , M, , 12/14/2004, 484-754-1026, , 2115 HONEYWELL AVENUE, 3M, BRONX, NY, 10460, , , 1039700, 15934712, 
PHOENIX, MARTIN, HALL, , M, , 12/14/2004, 917-520-9983, , 2314 CROTONA AVENUE, 3C, BRONX, NY, 10458, ROBERTS, PHALL@AMGGT.COM, 1039851, 15432091, ROBERT KEVIN JACOBS 

JAIME, , LAROCCA, , M, , 11/15/1995, 212-394-4480, , 11444 208TH STREET, PH, CAMBRIA HTS, NY, 11411, , , 1044977, 15508000, 
JAIME, , LAROCCA, , M, , 11/15/1995, 212-920-6327, , PO BOX 585, PH, CORDESVILLE, NY, 29434, , , 1045094, 15702044, 

GRANT, , VENTURA, , M, , 6/9/2007, 917-951-4210, , 140 CARVER LOOP, , , , , , , 1053652, 15925854, 
GRANT, , VENTURA, , M, , 6/9/2007, 631-264-2883, , 1211 ROSEDALE AVENUE, 2R, BRONX, NY, 10472, , GVENTURA@AMGGT.COM, 1053865, 15902624, 

AVA, , PARKER, , F, , 11/17/1978, 848-212-2334, , 219 E 121 STREET, , NEW YORK, NY, 10035, , , 1056322, 15654737, 
AVA, , PARKER, , F, , 11/17/1978, 732-628-4064, , 1818 HAZEN STREET, AMKC, FLUSHING, NY, 11370, , , 1056553, 15500380, 

GUADALUPE, VICKY, BROWN, , F, , 12/4/2015, 934-109-9533, , 103 W 183 STREET, 2, BRONX, NY, 10453, BENAVIDEZ, GBROWN@AMGGT.COM, 1071325, 15564054, 
GUADALUPE, VICKY, BROWN, , F, , 12/4/2015, 718-130-5542, , 1728 TAYLOR AVENUE, PH, BRONX, NY, 10460, , , 1071577, 15999426, 

ALEXANDER, , ADAMESMADE, , M, , 9/18/1966, 347-303-8783, , 400 E 30 STREET, , NEW YORK, NY, 10016, , AADAMESMADE@AMGGT.COM, 1084738, 15929164, 
ALEXANDER, , ADAMESMADE, , M, , 9/18/1966, 484-238-7062, , 103 STREETAMSTEDAM, , NEW YORK, NY, 99999, , , 1084931, 15599578, 

ALEXIS, , SCHLAFER, , F, , 5/5/2010, 347-646-9213, , 1309 WASHINGTON AVENUE, 9 B, BRONX, NY, 10456, , , 1091581, 15934402, 
ALEXIS, , SCHLAFER, , F, , 5/5/2010, 908-573-5124, , 2326 GLEASON AVENUE, 1F, BRONX, NY, 10462, , , 1091810, 15444671, 

MARIA, , WAWRUSH, , F, , 4/9/2007, 610-320-7887, , 8805 171 STREET, 2J, JAMAICA, NY, 11432, , , 1094675, 15380271, 
MARIA, , WAWRUSH, , F, , 4/9/2007, 718-947-1682, , 8805 JAMAICA AVENUE, 2J, JAMAICA, NY, 11432, , , 1094827, 15866055, 

TRACY, , RAGONE, , F, , 5/10/2004, 848-892-5129, , UNDOMICLE, , BRONX, NY, 10460, , , 1098877, 15698508, MARIA BARRETOLYNCH 
TRACY, , RAGONE, , F, , 5/10/2004, 203-103-5094, , 4013 DEREIMER AVENUE, PH, BRONX, NY, 10466, , TRAGONE@AMGGT.COM, 1099117, 15826037, 

CHRISTINA, , ARIAS, , F, , 7/7/2006, 732-543-6256, , 125 WHITE STREET, , NEW YORK, NY, 10013, , CARIAS@AMGGT.COM, 1100764, 15488252, 
CHRISTINA, , ARIAS, , F, , 7/7/2006, 908-921-1109, , 1414 HAZEN STREET, , FLUSHING, NY, 11373, , , 1100965, 15375389, 

ALDO, , SMITH, , , , 7/30/1954, 203-203-3341, , 1212 GRANT AVENUE, 3J, BRONX, NY, 10456, , , 1102154, 15907456, 
ALDO, , SMITH, , M, , 7/30/1954, 347-263-9214, , 225 SHERMAN AVENUE, 1B, BRONX, NY, 10456, , ASMITH@AMGGT.COM, 1102428, 15690058, 

MICHAEL, MARC, TRAN, , M, , 6/21/2008, 201-532-9530, , 1077 CASTELAN AVET, 5C, STATEN ISLAND, NY, 10340, , MTRAN@AMGGT.COM, 1103627, 15672258, 
MICHAEL, MARC, TRAN, , M, , 6/21/2008, 347-713-8684, , 638 FAILE STREET, 3, BRONX, NY, 10474, , , 1103901, 15777201, 

BRANDON, , STYLES, , , , 3/22/2008, 845-288-9922, , 601 WEST 180TH STREET, 41, NEW YORK, NY, 10033, , , 1103975, 15923259, 
BRANDON, , STYLES, , M, , 3/22/2008, 484-707-7580, , 625 MANIDA STREET, 24, BRONX, NY, 10474, , , 1104251, 15406226, 

ROBERT, ARNOLD, GEORGE, , M, , 10/15/2005, 267-676-3743, , 540 183RD STREET, 1D, BRONX, NY, 10462, , RGEORGE@AMGGT.COM, 1109034, 15920550, 
ROBERT, THOMAS, GEORGE, , M, , 10/15/2005, 860-831-4805, , 1849 BRONXDALE AVENUE, BSMT, BRONX, NY, 10462, , , 1109158, 15844435, 

ANTHONY, , SINICHENKA, , M, , 12/12/1954, 959-486-1946, , 10030 ESSEX STREET, , DEARBORN, MI, 48120, FRYE, ASINICHENKA@AMGGT.COM, 1110822, 15818362, 
ANTHONY, , SINICHENKA, , M, , 12/12/1954, 518-532-3379, , 1705 LEXINGTON AVENUE, 5E, NEW YORK, NY, 10029, , , 1110992, 15485946, 

DANIELA, , HUNTER, , F, , 5/17/2007, 570-911-1143, , 552 RIDGEWOOD AVENUE, PH, BROOKLYN, NY, 11208, , , 1111332, 16007120, 
DANIELA, , HUNTER, , F, , 5/17/2007, 610-796-5076, , 53 LINCOLN AVENUE, 1FL, BROOKLYN, NY, 11208, , DHUNTER@AMGGT.COM, 1111440, 15521250, 

KAIYA, EVELYN, LEONARD, , F, , 12/24/2014, 518-548-5346, , 1360 UNIVERSITY, AVE, BRONX, NY, 10452, , , 1116798, 15387026, 
KAIYA, EVELYN, LEONARD, , F, , 12/24/2014, 516-788-4235, , 1774 TOWNSEND AVENUE, 2A, BRONX, NY, 10453, , , 1117114, 15517549, 

CHERYL, DEBORAH, JOHNSON, , F, , 12/6/2007, 959-680-9973, , 980 PROSPECT AVENUE, 633, BRONX, NY, 10456, , , 1120973, 15472358, 
CHERYL, DEBORAH, JOHNSON, , F, , 12/6/2007, 347-122-7844, , 1101 WESTCHESTER AVENUE, , BRONX, NY, 10459, , , 1121214, 15395470, 

ISABEL, FREDERICA, VETTER, , F, , 10/3/2006, 518-495-5508, , 3256 58TH STREET, 1, WOODSIDE, NY, 11377, , , 1121718, 15781723, 
ISABEL, FREDERICA, VETTER, , F, , 10/3/2006, 570-157-6836, , 509 WEST 179TH STREET, 3A, NEW YORK, NY, 10033, , , 1121887, 15774245, 

IRIS, , DONOHUE, , F, , 10/14/1940, 610-199-6572, , 1700 CROTONA PARK EAST, 4G, BRONX, NY, 10460, , , 1127787, 15597448, 
IRIS, , DONOHUE, , F, , 10/14/1940, 201-143-6590, , 2567 TIEMANN AVENUE, , BRONX, NY, 10469, , , 1128067, 15472118, 

BETH, , GARCIA, , F, , 5/3/1954, 929-400-1630, , 462 1ST AVENUE, , NEW YORK, NY, 10016, , BGARCIA@AMGGT.COM, 1128260, 15830652, 
BETH, , GARCIA, , F, , 5/3/1954, 518-876-2185, , 3555 BRUCKNER BLV, 8M, BRONX, NY, 10461, , , 1128545, 15825465, 

MARK, , MURPHY, , U, , 8/3/1996, 201-216-4210, , , , , , , , , 1132291, 15931477, 
MARK, , MURPHY, , M, , 8/3/1996, 201-267-3161, , , , , , , , , 1132614, 15478596, 

GEORGE, LAWRENCE, BROWN, , M, , 12/6/2010, 908-518-5137, , 759 EAST 138TH STREET, , BRONX, NY, 10454, , GBROWN@AMGGT.COM, 1135136, 15703317, 
GEORGE, LAWRENCE, BROWN, , M, , 12/6/2010, 860-464-7251, , 940 GRAND CONC, 1R, BRONX, NY, 10451, , , 1135484, 15490776, 

SALLIE, BEVERLY, TALIAFERRO, , F, , 12/1/2009, 610-347-4217, , 219 E 121 STREET, , NEW YORK, NY, 10035, , , 1136771, 15590805, 
SALLIE, BEVERLY, TALIAFERRO, , F, , 12/1/2009, 518-563-9268, , 750 CROES AVENUE, 6E, BRONX, NY, 10473, , , 1137221, 15861535, 

ALEX, MARCUS, COYLE, , M, , 11/13/2008, 973-254-9439, , 15 W 137TH STREET, 1C, NEW YORK, NY, 10037, , , 1140897, 15746571, 
ALEX, MARCUS, COYLE, , U, , 11/13/2008, 934-481-3697, , 2003 GLEASON AVENUE, 3 E, BRONX, NY, 10472, , , 1141079, 15423548, 

VALENTINA, MARY, SMITH, , F, , 12/8/2002, 845-807-4851, , 462 FIRST AVENUE, , NEW YORK, NY, 10016, , , 1142509, 15815256, 
VALENTINA, MARY, SMITH, , F, , 12/8/2002, 862-121-8626, , 2676 GRANDCONCOURSE, 2J, BRONX, NY, 10458, , , 1142858, 15436485, 

BRANDON, , ERDMANN, , M, , 4/9/2015, 860-970-5500, , 4134 WICKHAM AVENUE, 1A, BRONX, NY, 10466, , , 1145070, 15876807, 
BRANDON, , ERDMANN, , M, , 4/9/2015, 860-221-9133, , 3318 PERRY AVENUE, 1D, BRONX, NY, 10467, , BERDMANN@AMGGT.COM, 1145239, 15820639, 

TYLER, RONALD, MEYER, , M, , 8/7/2006, 518-785-6733, , 2939 RODCLIFF AVENUE, PH, BRONX, NY, 10469, , TMEYER@AMGGT.COM, 1145871, 15723422, 
TYLER, RONALD, MEYER, , M, , 8/7/2006, 934-930-4183, , 417 E 140 STREET, 2FL, BRONX, NY, 10454, , , 1146042, 15991309, 

SOMAYA, , CALHOUN, , F, , 12/18/2015, 347-269-2415, , 519 W 134TH STREET, 24, MANHATTAN, NY, 10045, , , 1155409, 15628286, 
SOMAYA, , CALHOUN, , F, , 12/18/2015, 631-826-4627, , 608 W 189TH STREET, 22, NY, NY, 10054, , , 1155765, 15646988, 

NANCY, , YILES, , F, , 11/4/2014, 347-501-4388, , 1218 SIMPSON STREET, PH, BRONX, NY, 10459, , , 1160489, 15604552, 
NANCY, , YILES, , F, , 11/4/2014, 484-348-5435, , 545 EAST 144 STREET, 15E, BRONX, NY, 10454, , NYILES@AMGGT.COM, 1160596, 15413745, 

KARI, , HOFFKEN, , F, , 6/5/2013, 848-935-8434, , N, , NEW YORK, NY, 10037, , , 1165899, 15848833, 
KARI, , HOFFKEN, , F, , 6/5/2013, 929-330-6720, , WESTON UNITED SHELTER, , NEW YORK, NY, 10037, , , 1166363, 15969357, 

JOSE, , MAH, , M, , 11/14/2014, 201-677-7350, , 751 EAST 161TH STREET, 12A, BRONX, NY, 10456, , , 1166561, 15821185, 
JOSE, DELMAR, MAH, , M, , 11/14/2014, 212-880-3979, , 691 E 138TH STREET, 218, BRONX, NY, 10454, , , 1166783, 15788429, 

JENNIFER, , GARRISON, , F, , 6/16/1980, 718-563-2274, , 927 EAST 226TH STREET, , BRONX, NY, 10466, , , 1169407, 15828348, 
JENNIFER, , GARRISON, , F, , 6/16/1980, 732-241-2538, , 3444 WHITE PLAINS ROAD, 10:00 AM, BRONX, NY, 10467, , , 1169661, 15541533, 

BEVERLY, , DIAZ, , F, , 3/30/2002, 610-745-9184, , 681 EAST 181 STREET, 5C, BRONX, NY, 10457, , , 1173209, 15386037, 
BEVERLY, , DIAZ, , F, , 3/30/2002, 862-953-1598, , 2280 BEAUMONT AVENUE, BSMT, BRONX, NY, 10457, WAUGH, BDIAZ@AMGGT.COM, 1173383, 15374795, JENIFER SONYA ZUNIGA 

JEAN, , CHAVEZ, , F, , 8/25/1971, 484-212-4680, , 16 E 168TH STREET, 1G, BRONX, NY, 10452, , , 1179043, 15895567, 
JEAN, , CHAVEZ, , F, , 8/25/1971, 570-778-8539, , 16 EAST 169 STREET, 1J, BRONX, NY, 10452, , , 1179311, 15638745, 

LEXUS, , JONES, , F, , 12/29/1959, 959-122-2434, , 534 E 3RD STREET, 1F1, MT VERNON, NY, 10553, JOKINEN, LJONES@AMGGT.COM, 1183939, 15804000, 
LEXUS, , JONES, , F, , 12/29/1959, 484-710-5112, , 3037 PAULING AVENUE, 1FL, BRONX, NY, 10469, , , 1184138, 15960252, 

DYLAN, VICTOR, MAYEN, , M, , 5/5/2011, 917-704-9003, 917-704-9003, 8109 20 TH AVENUE D3, BROOKLYN ,NY, , 11214, MYERS, DMAYEN@AMGGT.COM, 1191461, 15858894, 
DYLAN, VICTOR, MAYEN, , M, , 5/5/2011, 917-704-9003, 917-704-9003, 479 74TH STREET, 6, BROOKLYN, NY, 11209, , , 1191578, 15891038, 

ARYIH, , COLLETT, , F, , 12/26/2009, 848-849-3796, , 17527 WEXFORD TERRACE, 6 B, JAMAICA, NY, 11432, , ACOLLETT@AMGGT.COM, 1192581, 15526596, 
ARYIH, , COLLETT, , F, , 12/26/2009, 347-409-7343, , 8815 168TH STREET, 4Y, JAMAICA, NY, 11432, , , 1192789, 15591428, 

ROBERT, HOWARD, DENIKE, , M, , 8/18/2008, 631-202-5416, , 125 WHITE STREET, , NEW YORK, NY, 10038, , , 1194940, 15375457, 
ROBERT, HOWARD, DENIKE, , M, , 8/18/2008, 929-646-4713, , 360 EAST 193 STREET, , BRONX, NY, 10458, , , 1195076, 15633968, 

DALE, , EDELMAN, , M, , 12/26/2003, 908-784-5902, , 20 W190TH STREET, 6C, BRONX, NY, 10468, , , 1197924, 15910094, 
DALE, , EDELMAN, , M, , 12/26/2003, 267-923-2675, , 2265 DAVIDSON AVENUE, 5J, BRONX, NY, 10453, , DEDELMAN@AMGGT.COM, 1198110, 15481504, 

ELIJAH, JAMES, COLLINS, , M, , 4/2/2013, 929-736-1032, , 2995 CRUGER AVENUE, 3D, BRONX, NY, 10462, , ECOLLINS@AMGGT.COM, 1200542, 15628293, 
ELIJAH, JAMES, COLLINS, , M, , 4/2/2013, 609-189-6414, , 750 PELHAM PARKWAY SOUTH, PH, BRONX, NY, 10462, , , 1200650, 15411271, 

DIGER, NORMAN, JONES, , M, , 4/14/2003, 732-136-9837, , 430 7TH AVENUE, 7F, NEW YORK, NY, 10030, , , 1201493, 15717505, 
DIGER, NORMAN, JONES, , M, , 4/14/2003, 732-994-6808, , 1471 TAYLOR AVENUE, 29, BRONX, NY, 10460, , , 1201594, 15786801, 

RICHARD, , YOUNG, , M, , 6/26/1998, 212-294-5920, , 11511 144TH STREET, PH, JAMAICA, NY, 11436, , RYOUNG@AMGGT.COM, 1205067, 15694573, 
RICHARD, , YOUNG, , M, , 6/26/1998, 609-467-2314, , 5120 GOLDSMITH STREET, , ELMHURST, NY, 11373, , , 1205377, 15523901, 

OWEN, CHARLES, YOUNG, , M, , 8/24/2004, 848-220-6858, , 9729 BRISBIN STREET, 1FL, JAMAICA, NY, 11435, , OYOUNG@AMGGT.COM, 1208667, 15839659, 
OWEN, CHARLES, YOUNG, , M, , 8/24/2004, 518-143-9202, , 9731 WALTHAMS STREET, PH, JAMAICA, NY, 11433, , , 1208815, 15895033, 

BRODY, , WILLIAMS, , M, , 4/21/1931, 484-606-6231, , 2360 1ST AVENUE, 12A, NEW YORK, NY, 10035, , BWILLIAMS@AMGGT.COM, 1209973, 15747624, 
BRODY, , WILLIAMS, , M, , 4/21/1931, 631-520-1181, , 2933 BOSTON ROAD, 2, BRONX, NY, 10469, , , 1210310, 15897653, 

KODY, BRADY, HERNANDEZ, , M, , 9/18/2004, 609-927-4720, , 16706 HIGHLAND AVENUE, PH, JAMAICA, NY, 11432, , KHERNANDEZ@AMGGT.COM, 1213212, 15533009, 
KODY, BRADY, HERNANDEZ, , M, , 9/18/2004, 484-131-6031, , 8549 168TH STREET, 2F, JAMAICA, NY, 11432, , , 1213463, 15374988, 

JAMES, , RASMUSSEN, , M, , 2/10/1963, 845-170-5237, , 14574 222ND STREET, 1FL, SPRINGFIELD GARDENS, NY, 11413, FARNUM, JRASMUSSEN@AMGGT.COM, 1213909, 15916020, 
JAMES, , RASMUSSEN, , M, , 2/10/1963, 347-118-6884, , 10531 135 STREET, PH, RICHMOND HILL, NY, 11419, , , 1214079, 15553751, 

BRANDON, , GRIFFIS, , M, , 12/5/2006, 973-544-9562, , 630 WATER STREET, 4E, NEW YORK, NY, 10002, , , 1221027, 15629111, 
BRANDON, , GRIFFIS, , M, , 12/5/2006, 934-620-4544, , 45 RUTGERS STREET, 2 B, BROOKLYN, NY, 11220, , BGRIFFIS@AMGGT.COM, 1221138, 15906133, 

MATT, , STEPHENSON, , M, , 9/26/2005, 860-715-7522, , 870 EAST 162 STREET, 3B, BRONX, NY, 10459, , MSTEPHENSON@AMGGT.COM, 1225526, 15967731, 
MATT, , STEPHENSON, , M, , 9/26/2005, 201-756-3246, , , , , , , , , 1225642, 15781926, 

CODY, , WALKER, , M, , 12/14/2003, 609-609-9741, , 64 W 107TH STREET, 21, NEW YORK, NY, 10025, , , 1225855, 15558116, 
CODY, , WALKER, , M, , 12/14/2003, 848-996-2276, , 137 W 137TH STREET, 3H, NEW YORK, NY, 10030, , , 1226112, 15621528, 

DORIS, , HAYES, , F, , 4/24/1968, 973-198-1518, , 750 E166 STREET, 9 G, BRONX, NY, 10456, , , 1227794, 15824482, 
DORIS, , HAYES, , F, , 4/24/1968, 862-631-9951, , 352 EAST 134 STREET, 1A, BRONX, NY, 10454, , , 1228007, 15973207, 

LUPE, , REED, , M, , 3/24/2013, 267-548-3185, , 611 W 154RD STREET, 7B, NEW YORK, NY, 10031, MONTIHO, LREED@AMGGT.COM, 1228749, 15621565, 
LUPE, , REED, , M, , 3/24/2013, 959-299-6027, , 219 E 121 STREET, , NEW YORK, NY, 10035, , , 1228911, 15681583, 

ALYSSA, ANN, JONES, , F, , 8/6/2007, 609-834-1511, , 97 WEST 130 STREET, 4, NEW YORK, NY, 10037, , , 1241125, 15558545, 
ALYSSA, ANN, JONES, , F, , 8/6/2007, 631-606-1615, , 67 W 130TH STREET, 4, NEW YORK, NY, 10037, , , 1241323, 15794806, 

MICHAEL, THOMAS, CHAMBERS, , M, , 8/12/1969, 845-785-5684, , 1250 GRAND CONCOURSE, 3E, BRONX, NY, 10456, , , 1250502, 15741754, 
MICHAEL, THOMAS, CHAMBERS, , M, , 8/12/1969, 518-749-7453, , 3444 WHITE PLAINS ROAD, 4A, BRONX, NY, 10467, , , 1250804, 15820829, 

MICHAEL, R, SOWERS, , M, , 5/7/1996, 570-916-9368, , 385 EAST 152 ND STREET, 3F, BRONX, NY, 10456, , , 1251040, 15531631, 
MICHAEL, R, SOWERS, , M, , 5/7/1996, 860-844-8693, , 376 EAST 158TH STREET, 1, BRONX, NY, 10451, , , 1251211, 15553913, 

JAMES, , JAMES, , M, , 11/2/2013, 516-269-2179, , 727 EAST 215 STREET, PH, BRONX, NY, 10467, , , 1254282, 15609846, 
JAMES, , JAMES, , M, , 11/2/2013, 908-854-6300, , 3653 HOLLAND AVENUE, PH, BRONX, NY, 10467, WASHINGTON, JJAMES@AMGGT.COM, 1254558, 15395134, 

LADONNA, ANGELA, HIRSH, , F, , 4/18/2005, 848-859-6329, , 17 WEST 137TH STREET, 7, NY, NY, 10037, , , 1257379, 15551771, JO LAURA RUIZ 
LADONNA, ANGELA, HIRSH, , F, , 4/18/2005, 666-666-6666, , 15 W 137TH STREET, 6B, NY, NY, 10037, , LHIRSH@AMGGT.COM, 1257509, 15676035, 

JAMES, W, THOMSEN, , M, , 4/9/2012, 862-815-3614, , 13905 90TH AVENUE, 7, JAMAICA, NY, 11434, , , 1258475, 15412193, 
JAMES, W, THOMSEN, , M, , 4/9/2012, 000-000-0000, , 14847 88 AVENUE, 1FL, JAMAICA, NY, 11432, , , 1258663, 15785857, 

JOSEPH, , HONEYCUTT, , M, , 9/20/1996, 9999999999, , 210 BALCOM AQVE, 1, BRONX, NY, 10453, , JHONEYCUTT@AMGGT.COM, 1259382, 15824439, 
JOSEPH, , HONEYCUTT, , M, , 9/20/1996, 862-670-5468, , , , , , , , , 1259582, 15922686, 

THOMAS, EUGENE, CUPPS, , M, , 11/19/2015, 267-670-2406, , , , , , , , , 1264526, 15445195, 
THOMAS, EUGENE, CUPPS, , M, , 11/19/2015, 111-111-1111, , HOMELESS, , UNKNOWN, NY, 99995, , , 1264652, 15912612, 

LACEY, APRIL, MONTGOMERY, , F, , 12/3/1937, 123-456-7890, , 2292 BATHAGATE, B3, BRONX, NY, 10458, , LMONTGOMERY@AMGGT.COM, 1270141, 15974993, 
LACEY, APRIL, MONTGOMERY, , F, , 12/3/1937, 718-695-2771, , 113 SHERMAN AVENUE, 5, NEW YORK, NY, 10034, , , 1270336, 15848730, 

JORDAN, JOHN, STEWART, , M, , 2/2/2007, 848-627-1469, , 10343 105 STREET, , OZONE PARK, NY, 11417, , , 1290738, 15564567, 
JORDAN, JOHN, STEWART, , M, , 2/2/2007, 777-777-7777, , 10354 105 STREET, PH, OZONE PARK, NY, 11417, FRAZIER, JSTEWART@AMGGT.COM, 1290910, 15421269, 

MIGUEL, NATHAN, MOEN, , M, , 6/6/2010, 848-186-9987, , 8826 209 STREET, PH, QNS VILLAGE, NY, 11427, , , 1291328, 15964716, 
MIGUEL, NATHAN, MOEN, , M, , 6/6/2010, 666-666-6666, , 8975 210 PLACE, , QV, NY, 11427, , MMOEN@AMGGT.COM, 1291654, 15735127, 

ALEXIS, , MARX, , F, , 3/11/2015, 959-183-6153, , , , , , , , , 1293110, 15665964, 
ALEXIS, , MARX, , F, , 3/11/2015, 0, , 10704 104TH STREET, PH, OZONE PARK, NY, 11417, , AMARX@AMGGT.COM, 1293220, 15567026, 

RYAN, , COLLINS, , M, , 3/24/1952, 666-666-6666, , 2101 MADISON AVENUE, 6D, NEW YORK, NY, 10037, REYESAMADOR, RCOLLINS@AMGGT.COM, 1304080, 15759469, 
RYAN, , COLLINS, , M, , 3/24/1952, 267-257-9290, , 1155 MORRISON AVENUE, 3K, BRONX, NY, 10472, , , 1304253, 15553770, 

LISA, , DAUDIER, , F, , 12/13/1934, 1111111111, , 2134 VYSE AVENUE, 1F, BRONX, NY, 10460, KRAUT KRAMER, LDAUDIER@AMGGT.COM, 1305862, 15673178, 
LISA, , DAUDIER, , F, , 12/13/1934, 610-591-4151, , 114 W 143RD STREET, 5E, NY, NY, 10030, , , 1305972, 15756701, 

RAUL, , SMITH, , M, , 10/13/1955, 610-571-8120, , 998 LONGFELLOW AVENUE, 3K, BRONX, NY, 10460, , , 1308625, 15394129, 
RAUL, , SMITH, , M, , 10/13/1955, 999-999-9999, , 2310 HOLLAND AVENUE, , BRONX, NY, 10467, , , 1308806, 15591057, 

CASSIE, L, ROSE, , F, , 7/24/2002, 222-222-2222, , 1321 HARROD AVENUE, BSMT, BRONX, NY, 10472, SALANT, CROSE@AMGGT.COM, 1319726, 15808367, 
CASSIE, L, ROSE, , F, , 7/24/2002, 610-518-7081, , , , , , , , , 1319872, 15778753, CYNTHIA L HUFFORD 

IAN, CHRISTOPHER, CARTER, , M, , 9/28/2011, 123-456-7890, , 66 SOUTH WEST STREET, PH, MOUNT VERNON, NY, 10550, , , 1321740, 15391075, 
IAN, CHRISTOPHER, CARTER, , M, , 9/28/2011, 917-825-9540, , 777 EAST 237 STREET, 1FL, BRONX, NY, 10466, , , 1321900, 15663124, BOBBY E MCCORD 

ANTHONY, TYLER, SIMPSON, , M, , 4/4/2004, 555-555-5555, , 2215 VIRGIL PLACE, , BX, NY, 10458, , ASIMPSON@AMGGT.COM, 1337268, 15614014, 
ANTHONY, TYLER, SIMPSON, , M, , 4/4/2004, 959-491-8880, , , , , , , , , 1337407, 15691541, 

BLAKE, DAVID, DURAN, , M, , 5/11/2004, 7777777777, , , , , , , , , 1352207, 15746280, 
BLAKE, DAVID, DURAN, , M, , 5/11/2004, 6666666666, , 10455 164TH STREET, 2F, JAMAICA, NY, 11433, , , 1352368, 15814960, 

ETHAN, KENNETH, ATKINSON, , M, , 12/23/2004, 6666666666, , 1014 HOE AVENUE, , BRONX, NY, , , , 1354891, 15944227, 
ETHAN, KENNETH, ATKINSON, , M, , 12/23/2004, 5555555555, , 550 EAST 152ND STREET, 21, BRONX, NY, 10456, , , 1355019, 15507554, 

MARA, , MATTESSICH, , F, , 6/23/1928, 123-456-7890, , 1339 BEACH AVENUE, 2R, BRONX, NY, 10472, , , 1357000, 15673963, 
MARA, , MATTESSICH, , F, , 6/23/1928, 999-999-9999, , 1150 ST LAWRENCE AVENUE, A, BRONX, NY, 10472, , , 1357224, 15988198, 

CHRISTIAN, , SCHOMBS, , M, , 12/10/1939, 666-666-6666, , 15016 HILLSIDE AVENUE, PH, JAMAICA, NY, 11432, , , 1363592, 15412898, 
CHRISTIAN, , SCHOMBS, , M, , 12/10/1939, 555-555-5555, , 9034 185 STREET, 4 E, JAMAICA, NY, 11423, TURNER, CSCHOMBS@AMGGT.COM, 1363772, 15620640, 

TONY, DAVID, STEVESON, , M, , 10/26/1977, 4444444444, , 219 E 121 STREET, , NY, NY, 10035, , , 1365253, 16012038, 
TONY, DAVID, STEVESON, , M, , 10/26/1977, 3333333333, , 443 ST ANNAS AVENUE, 2D, BRONX, NY, 10455, , , 1365420, 15716599, 

JENNIFER, , COSTELLA, , F, , 12/7/2015, 1111111111, , 10021E ASCH LOOP, 21E, BRONX, NY, 10475, , JCOSTELLA@AMGGT.COM, 1373429, 15698416, 
JENNIFER, , COSTELLA, , F, , 12/7/2015, 2222222222, , UNKOWN, UNK, BRONX, NY, 10462, , , 1373596, 15449847, 

GRACE, , VANNI, , F, , 6/4/1963, 888-888-8888, , 1734 TOWNSEND AVENUE, 5B, BRONX, NY, 10455, , , 1374665, 15960266, 
GRACE, , VANNI, , F, , 6/4/1963, 999-999-9999, , 1898 HARRISON AVENUE, 1, BRONX, NY, 10453, , , 1374843, 15955744, 

JACOB, , KOUREMBIS, , M, , 2/17/2002, 1234567890, , 3675 MOROLA PLACE, , BRONX, NY, 10466, , , 1377823, 15408156, 
JACOB, , KOUREMBIS, , M, , 2/17/2002, 9999999999, , 1221 SPOFFORD AVENUE, , BRONX, NY, 10474, , , 1377970, 15690195, 

ALAYA, , MONTANEZ, , F, , 6/3/2015, 9999999999, , 1381 CASTLE HILL AVENUE, A1, BRONX, NY, 10462, , , 1378290, 15385141, BEVERLY ELSKY 
ALAYA, , MONTANEZ, , F, , 6/3/2015, 8888888888, , 352 BEEKMAN AVENUE, 4G, BRONX, NY, 10454, , , 1378406, 15467384, JOYCE PRINCE 

CHARLES, AGUSTIN, SCHOLZ, , M, , 8/10/2008, 8888888888, , 3135 SEYMOUR AVENUE, PH, BRONX, NY, 10469, , , 1379239, 15837815, 
CHARLES, AGUSTIN, SCHOLZ, , M, , 8/10/2008, 9999999999, , 805 PELHAM PARKWAY NORTH, 3D, BRONX, NY, 10467, , , 1379359, 15635225, JASON DARREN POPLAR 

MARIA, , HU, , U, , 12/7/2012, 222-222-2222, , 3125 PARK AVENUE, 28G, BRONX, NY, 10451, ROBERTS, MHU@AMGGT.COM, 1389256, 15435834, 
MARIA, , HU, , F, , 12/7/2012, 333-333-3333, , , , , , , , , 1389391, 16001114, 

JOSE, TIMOTHY, HERBST, , M, , 2/14/2015, 888-888-8888, , 17 E204TH STREET, 2E, BRONX, NY, 10468, , , 1390689, 15506854, 
JOSE, TIMOTHY, HERBST, , M, , 2/14/2015, 999-999-9999, , 320 TORRY AVENUE, PH, BRONX, NY, 10473, , , 1390791, 15817345, 

MARK, , FLEWELLEN, , M, , 11/10/2004, 4444444444, , 3447 DEKALB AVENUE, B, BRONX, NY, 10467, , , 1402262, 15988503, 
